station,datetime,pm25_ugm3,co_mgm3,no2_ugm3,o3_ugm3,pm10_ugm3,so2_ugm3,wind_direction_deg,humidity_pct,uv_index,pressure_hpa,solar_radiation_wm2,temperature_c,wind_speed_ms,precipitation_mm
EL CAMAL,2020-03-01,18.204435483870967,0.6635819892473118,19.906458333333333,21.447540128410914,25.5,3.006075268817204,144.68050403225806,74.35569892473119,,726.0852016129032,216.10869623655913,14.798319892473119,1.3706182795698925,158.3
EL CAMAL,2020-04-01,5.038666666666666,0.49851527777777777,9.527520833333332,16.819270833333334,25.5,1.9336944444444444,147.9627013888889,74.24905555555556,,726.7023888888889,195.74675,14.480555555555556,1.2268194444444445,222.20000000000002
EL CAMAL,2020-05-01,10.574493951612903,0.5328563172043012,11.418801075268817,19.70197446236559,25.5,3.3053427408650107,134.72737768817203,67.96181048387096,,726.6039879032257,197.6200940860215,15.244947580645162,1.4464583333333332,44.82
EL CAMAL,2020-06-01,17.229902777777777,0.6648791666666667,21.277604166666666,22.411375,25.5,4.8336041666666665,144.1016875,66.96318055555555,,726.3032361111111,195.83055555555555,14.577916666666667,1.0636944444444445,63.199999999999996
EL CAMAL,2020-07-01,16.972217741935484,0.6624764784946237,23.639260752688173,24.99236559139785,25.5,4.6033333333333335,147.58059811827957,65.62271505376344,,725.890188172043,182.20413306451613,14.0033938172043,1.3555779569892472,56.1
EL CAMAL,2020-08-01,16.869206989247314,0.6013743279569893,20.713407258064514,28.78630376344086,25.5,4.36184811827957,150.7297177419355,60.69721774193549,,725.8011424731184,244.15237903225807,14.691424731182796,1.6660349462365591,46.2
EL CAMAL,2020-09-01,18.419291666666666,0.773082638888889,29.37825,32.79822222222222,25.5,6.306326388888889,155.726875,60.44331944444445,,725.8106388888889,220.56766666666667,14.380444444444445,1.5212777777777777,77.2
EL CAMAL,2020-10-01,16.336693548387096,0.6837049731182795,26.719630376344085,37.64327284946237,25.5,4.2249596774193545,158.25244623655914,61.90631720430108,,725.4904704301076,240.6743817204301,14.560315860215054,1.688279569892473,122.9
EL CAMAL,2020-11-01,25.349888888888888,0.8473916666666667,34.75861805555556,24.65572222222222,25.5,8.309673611111112,173.80630555555555,65.35629166666666,,725.7405555555556,224.62883333333335,13.978583333333333,1.4729583333333334,112.3
EL CAMAL,2020-12-01,17.910987903225806,0.8062298387096775,23.914946236559143,19.738030913978495,25.5,4.941948924731182,131.33278897849462,76.56769489247311,,725.4084072580645,179.3853494623656,13.55065188172043,1.2935551075268816,182.0
EL CAMAL,2021-01-01,16.81906989247312,0.7475127688172043,22.516075268817204,17.47371639784946,25.5,3.66684811827957,112.22737903225806,74.09111559139785,,724.9142204301075,195.53727150537637,13.86736559139785,1.4270430107526881,82.4
EL CAMAL,2021-02-01,18.033139880952383,0.7196153273809524,22.1253125,17.45230654761905,25.5,3.6229793249590805,130.67729166666666,73.43650297619048,,725.2021130952381,195.4103943452381,14.24575148809524,1.430706845238095,81.75
EL CAMAL,2021-03-01,19.182970430107527,0.8702305107526882,28.676619623655913,15.50649193548387,25.5,5.033427718492169,132.67007392473118,77.52810483870967,,725.5442271505377,172.07200268817206,13.25450940860215,1.2336155913978495,290.8
EL CAMAL,2021-04-01,17.726831845238095,0.8211104166666666,24.712784722222224,17.069875,25.5,4.336152777777778,150.00502083333333,73.60457638888889,,725.6040694444445,193.1544583333333,14.0825625,1.2469305555555554,265.9
EL CAMAL,2021-05-01,16.51048387096774,0.7332419354838711,19.532069892473118,14.530987903225807,25.5,3.9843951612903226,138.93751344086022,71.73826612903225,,726.2867473118279,194.39924731182796,14.39375,1.3786827956989247,132.2
EL CAMAL,2021-06-01,17.737715277777777,0.8032006944444444,24.960229166666668,15.333812499999999,25.5,5.690798611111111,140.8870902777778,70.88123611111111,,726.428625,182.30063194444443,13.898930555555555,1.25825,156.85
EL CAMAL,2021-07-01,15.56154569892473,0.6883057795698925,20.501948924731185,19.804690860215054,25.5,5.157291666666667,151.32919354838708,59.98772849462366,,726.1424865591398,207.39725806451614,14.474959677419356,1.6750806451612903,23.7
EL CAMAL,2021-08-01,18.076384408602152,0.7645305779569892,27.192752016129035,24.161547379032257,25.5,5.246176075268817,142.93933803763443,64.25469758064517,,726.3008870967742,205.00329637096777,14.136517137096774,1.5579561491935483,83.7
EL CAMAL,2021-09-01,17.238319444444446,0.7880013888888888,29.96829861111111,32.228118055555555,25.5,6.353451388888889,155.444625,62.710638888888894,,726.2236388888889,218.4498611111111,14.301666666666668,1.500527777777778,85.6
EL CAMAL,2021-10-01,22.89184811827957,0.9178385416666667,36.53978662634409,22.009205309139784,25.5,5.786779233870968,161.4229301075269,74.26807795698925,,726.0677956989247,203.75,13.800228494623656,1.2608870967741936,247.6
EL CAMAL,2021-11-01,20.028073464912282,0.7317465277777777,26.39217361111111,19.53878764619883,25.5,4.674423611111111,149.0359076388889,76.47638742690059,,725.6449199561404,148.64252923976608,13.39972989766082,1.338608552631579,177.5
EL CAMAL,2021-12-01,19.143044354838707,0.7799126344086021,23.612862903225807,15.27546370967742,25.5,3.8235819892473115,124.58309811827957,77.6182258064516,,725.283192204301,188.93433467741934,14.096176075268817,1.4340725806451613,113.8
EL CAMAL,2022-01-01,18.692642533301235,0.6916989247311828,22.939858870967743,19.115332009308297,25.5,4.506686827956989,130.27194872412133,73.69108469748033,,725.4629895883485,214.45219015808055,14.00542850264805,1.533070634729578,87.45
EL CAMAL,2022-02-01,19.378080357142856,0.7321867559523809,24.927477678571428,17.592604166666668,25.5,4.5940625,127.92792410714286,78.64419642857143,,725.2967857142858,186.06361607142858,13.633675595238095,1.4180059523809523,196.2
EL CAMAL,2022-03-01,19.28649865591398,0.8789637096774193,24.737620967741936,18.26188939567542,25.5,5.202076612903226,139.9723252688172,78.18688172043011,,725.6595698924731,173.40091397849463,13.478084677419355,1.3572244623655914,181.6
EL CAMAL,2022-04-01,18.24820833333333,0.8173625,22.57510416666667,14.280486111111113,25.5,5.162763888888889,139.1276736111111,74.61470833333333,,725.5599027777778,178.61140277777778,14.0985,1.3259444444444444,219.0
EL CAMAL,2022-05-01,20.595692204301074,0.9129173387096775,22.051391129032258,11.923212365591398,25.5,7.031619623655914,131.77559139784947,72.83961021505377,,726.3238709677419,187.34306451612903,14.312016129032257,1.3371774193548387,173.9
EL CAMAL,2022-06-01,20.341131944444445,0.8205534722222222,20.51503472222222,14.9803125,25.5,4.7819722222222225,151.40394444444445,74.66743055555555,,726.126625,168.53123611111113,13.202402777777777,1.229861111111111,164.0
EL CAMAL,2022-07-01,17.084583333333335,0.7567083333333333,21.744482526881722,16.53737231182796,25.5,4.257600806451613,141.71701612903226,66.2308064516129,,725.9152688172043,196.34424731182796,14.178225806451614,1.4538709677419355,90.2
EL CAMAL,2022-08-01,19.302284946236558,0.7906579301075269,25.86632392473118,23.5325,25.5,5.291061827956989,143.2766196236559,61.77872311827957,,725.8929032258064,226.1027822580645,14.159744623655914,1.5373521505376344,38.4
EL CAMAL,2022-09-01,22.545043709150328,0.8175825547138047,29.290687499999997,27.349092013888885,25.5,6.562722222222222,156.29258333333334,63.561638888888886,,725.92875,227.51240277777777,14.147944444444445,1.570986111111111,55.4
EL CAMAL,2022-10-01,21.295456989247313,0.7640934139784946,29.477452956989247,18.297869623655913,25.5,5.291485215053763,153.52024865591397,72.33092741935484,,725.894758064516,196.90526881720427,13.68483870967742,1.4539381720430107,164.6
EL CAMAL,2022-11-01,23.05729277164426,0.7303809053406346,27.73397128830438,17.663789764311133,25.5,6.149202085841349,163.55065869042866,72.32298077119172,,725.8232986351941,209.98920796794724,13.982496242419158,1.5651740871268705,67.09483169891332
EL CAMAL,2022-12-01,20.686666666666664,0.8571424731182796,30.385347222222222,18.793125,25.5,5.0056424549145655,148.48270833333333,75.81895833333333,,725.5008333333333,203.28916666666666,13.746875,1.5822916666666667,0.0
EL CAMAL,2023-01-01,18.403333333333332,0.8251458333333334,27.324791666666666,18.514583333333334,25.5,4.538621071907894,136.37583333333333,74.86854166666667,,725.5006249999999,201.25874999999996,13.975833333333334,1.6418750000000002,0.0
EL CAMAL,2023-02-01,19.3875,0.8433958333333332,28.569791666666667,18.578208333333333,25.5,4.713318339282193,142.64513888888888,77.02822916666666,,725.6622916666666,177.32291666666666,13.905416666666667,1.594375,0.0
EL CAMAL,2023-03-01,20.034479166666667,0.9326458333333334,31.328611111111112,19.708125,25.5,5.397387957148623,152.99583333333334,77.05208333333333,,725.8043749999999,177.07541666666668,13.871041666666667,1.5045833333333334,0.0
EL CAMAL,2023-04-01,19.12408653846154,0.9034375,29.49375,16.819270833333334,25.5,5.417577725520354,166.53555555555553,76.81305555555556,,726.2414583333333,177.09333333333336,14.009791666666668,1.460208333333333,0.0
EL CAMAL,2023-05-01,19.278020833333333,0.8767708333333333,26.429791666666667,14.783895833333332,25.5,5.922400723566369,153.64395833333333,74.02583333333334,,726.3650000000001,180.55916666666664,14.285833333333333,1.4852083333333332,0.0
EL CAMAL,2023-06-01,17.90625,0.7796736111111111,25.494002976190476,16.774930555555557,25.5,5.847501057012361,147.61875,66.58729166666666,,726.23375,188.12979166666668,14.344791666666667,1.5935416666666666,0.0
EL CAMAL,2023-07-01,15.062708333333335,0.7015694444444445,24.28552083333333,22.07770833333333,25.5,5.567691210045662,157.22909722222224,58.833749999999995,,726.1020833333333,204.24666666666664,14.386666666666667,1.7783333333333333,0.0
EL CAMAL,2023-08-01,16.785208333333333,0.7044583333333333,27.265729166666667,29.381874999999997,25.5,5.31451198630137,158.78322916666667,57.73791666666667,,726.2589583333333,220.45083333333335,14.356458333333332,1.8504166666666668,0.0
EL CAMAL,2023-09-01,18.499583333333334,0.7573472222222222,31.616041666666664,33.17791666666666,25.5,5.481038528872134,166.4631628787879,60.31312500000001,,726.2464364035088,222.52791666666667,14.414166666666668,1.76,0.0
EL CAMAL,2023-10-01,22.304166666666667,0.8621944444444445,34.439375,23.71836805555556,25.5,5.877970455713811,168.33770833333332,73.91250000000001,,726.075,205.53083333333333,13.752916666666668,1.5739583333333333,0.0
EL CAMAL,2023-11-01,23.37420138888889,0.85425,32.865972222222226,20.6921875,25.5,5.805211300613867,166.05979166666668,75.91,,725.7375,194.79250000000002,13.69,1.57125,0.0
EL CAMAL,2023-12-01,20.686666666666664,0.8571424731182796,30.385347222222222,18.793125,25.5,5.0056424549145655,148.48270833333333,75.81895833333333,,725.5008333333333,203.28916666666666,13.746875,1.5822916666666667,0.0
EL CAMAL,2024-01-01,18.403333333333332,0.8251458333333334,27.324791666666666,18.514583333333334,25.5,4.538621071907894,136.37583333333333,74.86854166666667,,725.5006249999999,201.25874999999996,13.975833333333334,1.6418750000000002,0.0
EL CAMAL,2024-02-01,19.3875,0.8433958333333333,28.569791666666667,18.578208333333333,25.5,4.713318339282193,142.64513888888888,77.02822916666666,,725.6622916666666,177.32291666666666,13.905416666666667,1.5943749999999999,0.0
EL CAMAL,2024-03-01,20.034479166666667,0.9326458333333334,31.328611111111112,19.708125,25.5,5.397387957148623,152.99583333333334,77.05208333333333,,725.8043749999999,177.07541666666668,13.871041666666667,1.5045833333333334,0.0
EL CAMAL,2024-04-01,19.12408653846154,0.9034375,29.49375,16.819270833333334,25.5,5.417577725520354,166.53555555555553,76.81305555555556,,726.2414583333333,177.09333333333336,14.009791666666668,1.460208333333333,0.0
EL CAMAL,2024-05-01,19.278020833333333,0.8767708333333333,26.429791666666667,14.783895833333332,25.5,5.922400723566369,153.64395833333333,74.02583333333334,,726.3650000000001,180.55916666666664,14.285833333333333,1.4852083333333332,0.0
EL CAMAL,2024-06-01,17.90625,0.7796736111111111,25.494002976190476,16.774930555555557,25.5,5.847501057012361,147.61875,66.58729166666666,,726.23375,188.12979166666668,14.344791666666667,1.5935416666666666,0.0
EL CAMAL,2024-07-01,15.062708333333335,0.7015694444444445,24.28552083333333,22.07770833333333,25.5,5.567691210045662,157.22909722222224,58.833749999999995,,726.1020833333333,204.24666666666664,14.386666666666667,1.7783333333333333,0.0
EL CAMAL,2024-08-01,16.785208333333333,0.7044583333333333,27.265729166666667,29.381874999999997,25.5,5.31451198630137,158.78322916666667,57.73791666666667,,726.2589583333333,220.45083333333335,14.356458333333332,1.8504166666666668,0.0
EL CAMAL,2024-09-01,18.499583333333334,0.7573472222222222,31.616041666666664,33.17791666666666,25.5,5.481038528872134,166.4631628787879,60.31312500000001,,726.2464364035088,222.52791666666667,14.414166666666668,1.76,0.0
EL CAMAL,2024-10-01,22.304166666666667,0.8621944444444445,34.439375,23.71836805555556,25.5,5.877970455713811,168.33770833333332,73.91250000000001,,726.075,205.53083333333333,13.752916666666668,1.5739583333333333,0.0
EL CAMAL,2024-11-01,23.37420138888889,0.85425,32.865972222222226,20.6921875,25.5,5.805211300613867,166.05979166666668,75.91,,725.7375,194.79250000000002,13.69,1.57125,0.0
EL CAMAL,2024-12-01,20.322658142664874,0.8575154777927322,30.132316396031065,17.921452343080876,25.5,4.765414615365497,147.67601615074025,76.26692462987887,,725.3575841184388,203.56277254374157,14.032827725437416,1.5640174966352625,0.0
