unique_id,ds,predicted_RF,predicted_XGB
CARAPUNGO,2027-08-01,17.66333937693731,16.329693428162606
CARAPUNGO,2027-09-01,24.512659394588784,24.73073871125115
CARAPUNGO,2027-10-01,17.05297072079698,15.162405153460256
CARAPUNGO,2027-11-01,15.007802903087592,12.366711991495556
CARAPUNGO,2027-12-01,17.316267500350364,15.128093572534542
CARAPUNGO,2028-01-01,16.425507371122556,14.024048604924193
CARAPUNGO,2028-02-01,16.4605415332448,13.522920772908698
CARAPUNGO,2028-03-01,16.073638102559286,14.066779275043036
CARAPUNGO,2028-04-01,13.45594907490636,15.718010717550914
CARAPUNGO,2028-05-01,14.880212187375871,17.097772740805024
CARAPUNGO,2028-06-01,14.864713420708476,13.99558075099521
CARAPUNGO,2028-07-01,15.239344604374363,16.077114248275755
CARAPUNGO,2028-08-01,18.97024018385647,19.292122236374887
CARAPUNGO,2028-09-01,24.73008342779537,30.683175635231862
CARAPUNGO,2028-10-01,17.292811026880155,23.717034479326955
CARAPUNGO,2028-11-01,14.030070989622,19.52673472709126
CARAPUNGO,2028-12-01,15.998530765609427,16.31648287383459
CENTRO,2024-01-01,14.820328485752075,15.102500034147692
CENTRO,2024-02-01,15.527695390638987,14.461121028718495
CENTRO,2024-03-01,13.60863685834193,13.874085492677587
CENTRO,2024-04-01,14.185550474123941,13.523039362165663
CENTRO,2024-05-01,13.929010440901356,14.160269221823702
CENTRO,2024-06-01,13.294898001770205,14.634424204614428
CENTRO,2024-07-01,12.56524800892069,13.024059470802225
CENTRO,2024-08-01,14.564197570105215,13.893523091552078
CENTRO,2024-09-01,18.134432226891057,19.78053454844157
CENTRO,2024-10-01,18.19413915672479,19.530916882966153
CENTRO,2024-11-01,19.558975092192462,20.859772533840605
CENTRO,2024-12-01,18.672622986280366,21.231274669401106
CENTRO,2025-01-01,17.316987414341284,20.559219909483385
CENTRO,2025-02-01,17.01499377224913,19.773772186097645
CENTRO,2025-03-01,15.330552175181674,18.871999806947606
CENTRO,2025-04-01,15.849878455777858,17.859827539655896
CENTRO,2025-05-01,14.91667281100324,16.951480350058567
CENTRO,2025-06-01,14.226303496434076,16.641027683999802
CENTRO,2025-07-01,13.578443193576799,13.881612356811441
CENTRO,2025-08-01,15.222219062393284,15.382758254287063
CENTRO,2025-09-01,18.014669031101146,19.489573193470637
CENTRO,2025-10-01,18.669160208700042,18.42098767897903
CENTRO,2025-11-01,18.698265237227176,15.24861273235745
CENTRO,2025-12-01,17.17855510485561,17.101161067716536
CENTRO,2026-01-01,15.396687390138252,15.448969913298082
CENTRO,2026-02-01,15.115480510715049,14.214375442323231
CENTRO,2026-03-01,13.478518883885261,12.706533021516698
CENTRO,2026-04-01,13.850294872235319,12.176159403059216
CENTRO,2026-05-01,13.156108055699347,11.93740411714841
CENTRO,2026-06-01,12.216137494310747,13.466805453088547
CENTRO,2026-07-01,11.744810734175926,10.705784615188517
CENTRO,2026-08-01,13.40377677037663,12.761759633300125
CENTRO,2026-09-01,17.447086756467538,17.62808997718493
CENTRO,2026-10-01,17.74707051909013,16.37158401152908
CENTRO,2026-11-01,19.22777772287442,15.45816737479634
CENTRO,2026-12-01,18.825419819605187,21.447905128232893
CENTRO,2027-01-01,17.244216179057464,16.39160842972417
CENTRO,2027-02-01,16.98798013790821,16.03380150204613
CENTRO,2027-03-01,15.832487922687415,16.041248626298803
CENTRO,2027-04-01,15.698079309106843,14.743606111738416
CENTRO,2027-05-01,15.24478322345886,13.593790373366367
CENTRO,2027-06-01,14.155379844459784,14.694131727006699
CENTRO,2027-07-01,13.558932109062486,11.524081762939371
CENTRO,2027-08-01,15.064481164663505,14.696197623488723
CENTRO,2027-09-01,19.79004649453388,22.179842067639033
CENTRO,2027-10-01,20.00494893981746,22.556012703393094
CENTRO,2027-11-01,20.99203713652473,20.17865544623799
CENTRO,2027-12-01,19.833281713998154,20.493446772329268
CENTRO,2028-01-01,18.236126599411314,17.159118724638414
CENTRO,2028-02-01,17.88175416784023,16.652820235547566
CENTRO,2028-03-01,15.474196674370667,14.669753140993016
CENTRO,2028-04-01,15.816491492435993,12.105040094587537
CENTRO,2028-05-01,14.86137398225703,9.621575436156284
CENTRO,2028-06-01,14.166478843287896,12.174059743669297
CENTRO,2028-07-01,13.112515377309236,9.34845214715568
CENTRO,2028-08-01,15.00461831043501,12.513306493041336
CENTRO,2028-09-01,18.127105421583,19.780077052990595
CENTRO,2028-10-01,18.761704496557222,18.05314738890945
CENTRO,2028-11-01,20.345660294530568,15.580947697824904
CENTRO,2028-12-01,18.616573211031053,19.78810096286958
COTOCOLLAO,2024-01-01,11.440748875121756,10.494641862889772
COTOCOLLAO,2024-02-01,12.375113558962202,10.28794378553118
COTOCOLLAO,2024-03-01,11.161616800229835,9.58649825639622
COTOCOLLAO,2024-04-01,11.533446213369684,9.277142808066474
COTOCOLLAO,2024-05-01,12.00162459239796,10.8427309142343
COTOCOLLAO,2024-06-01,11.627985093200937,11.324122275246514
COTOCOLLAO,2024-07-01,11.524313007115643,10.583487657629034
COTOCOLLAO,2024-08-01,13.163552334754861,15.163982941251014
COTOCOLLAO,2024-09-01,16.564584302473232,18.583675197601316
COTOCOLLAO,2024-10-01,16.415661281681995,15.723585989377833
COTOCOLLAO,2024-11-01,14.665467532808158,16.452952309926353
COTOCOLLAO,2024-12-01,13.720772576914621,16.04186813193349
COTOCOLLAO,2025-01-01,13.571848138759147,15.908666692754274
COTOCOLLAO,2025-02-01,14.317742703420722,15.514666502816336
COTOCOLLAO,2025-03-01,12.954339822672843,14.706946368884013
COTOCOLLAO,2025-04-01,13.648816767885586,14.409458920584784
COTOCOLLAO,2025-05-01,13.670130539254778,15.589355860828539
COTOCOLLAO,2025-06-01,13.414671013412532,15.039590205086602
COTOCOLLAO,2025-07-01,11.425501389231444,13.238536266408941
COTOCOLLAO,2025-08-01,13.647410884747352,16.851476623158668
COTOCOLLAO,2025-09-01,16.81163719029291,18.67519167745113
COTOCOLLAO,2025-10-01,15.73023084831453,15.191064026258326
COTOCOLLAO,2025-11-01,13.485394852232538,14.840261861165366
COTOCOLLAO,2025-12-01,12.1363501002272,13.116618316946308
COTOCOLLAO,2026-01-01,11.862767839134552,11.174470029851442
COTOCOLLAO,2026-02-01,12.597008273929637,8.497379725319998
COTOCOLLAO,2026-03-01,11.261355320513978,8.69350385255711
COTOCOLLAO,2026-04-01,11.754252707087034,9.657663151846991
COTOCOLLAO,2026-05-01,11.808758064336093,11.357146655201097
COTOCOLLAO,2026-06-01,11.284332878818917,10.680960024727716
COTOCOLLAO,2026-07-01,10.562643507750453,8.876594451986334
COTOCOLLAO,2026-08-01,12.355871049676965,12.601435138325904
COTOCOLLAO,2026-09-01,16.69026861350936,16.951736009955404
COTOCOLLAO,2026-10-01,16.044992544407716,13.691573884389735
COTOCOLLAO,2026-11-01,14.561959778730897,15.936716839154563
COTOCOLLAO,2026-12-01,13.960479433260504,15.817679327307026
COTOCOLLAO,2027-01-01,14.128439410999269,13.054751716634279
COTOCOLLAO,2027-02-01,14.66435113693663,13.121334498269217
COTOCOLLAO,2027-03-01,13.604965431085262,13.739098067950176
COTOCOLLAO,2027-04-01,13.953995856760955,13.771480366812812
COTOCOLLAO,2027-05-01,14.007642455960674,15.359236155628343
COTOCOLLAO,2027-06-01,13.047600986151302,13.459222401512994
COTOCOLLAO,2027-07-01,12.44143140867138,10.228334335409185
COTOCOLLAO,2027-08-01,14.088062280894437,16.219277574162696
COTOCOLLAO,2027-09-01,19.580180714047714,22.101032770514486
COTOCOLLAO,2027-10-01,18.050481644500252,20.57272603740487
COTOCOLLAO,2027-11-01,16.298597939560345,21.286765858014427
COTOCOLLAO,2027-12-01,15.45702352679062,18.622122686682026
COTOCOLLAO,2028-01-01,14.449288142395845,16.665489040395265
COTOCOLLAO,2028-02-01,14.765537493594264,15.54748362813677
COTOCOLLAO,2028-03-01,12.832736505923705,13.812479342888759
COTOCOLLAO,2028-04-01,13.231052821880413,12.458024904357062
COTOCOLLAO,2028-05-01,12.792017029458352,13.536831294178148
COTOCOLLAO,2028-06-01,11.803560749976526,11.093327130211724
COTOCOLLAO,2028-07-01,11.68224230946824,7.887481121145269
COTOCOLLAO,2028-08-01,12.754679556123628,15.404039217572425
COTOCOLLAO,2028-09-01,17.40920165483225,19.37102464520931
COTOCOLLAO,2028-10-01,16.820889021551597,14.434262540243004
COTOCOLLAO,2028-11-01,15.385577000035154,16.060949608167014
COTOCOLLAO,2028-12-01,14.089425398815742,15.965285461721699
EL CAMAL,2024-01-01,18.49982001870205,19.359489527543385
EL CAMAL,2024-02-01,19.82954632560363,18.844823729991912
EL CAMAL,2024-03-01,20.408592108671836,20.87819698015849
EL CAMAL,2024-04-01,20.1580161514078,19.72889963736901
EL CAMAL,2024-05-01,21.01118678059433,21.515237544377644
EL CAMAL,2024-06-01,20.896571010225706,20.920599460601807
EL CAMAL,2024-07-01,17.43902515366111,16.456931784947713
EL CAMAL,2024-08-01,19.090492045526073,20.591072905858358
EL CAMAL,2024-09-01,21.56450443176612,22.098208039601644
EL CAMAL,2024-10-01,23.506927726687568,23.677573196093242
EL CAMAL,2024-11-01,25.993774920978186,26.975002856784396
EL CAMAL,2024-12-01,22.987071004133355,24.1241468779246
EL CAMAL,2025-01-01,19.86156786940488,22.223332730134327
EL CAMAL,2025-02-01,20.945192070996836,19.88124359846115
EL CAMAL,2025-03-01,21.547655559237278,22.567964579264324
EL CAMAL,2025-04-01,20.842164706195078,19.972900236157273
EL CAMAL,2025-05-01,21.926300770870565,19.88519105752309
EL CAMAL,2025-06-01,19.96437958877937,19.021466612815857
EL CAMAL,2025-07-01,16.17341445851221,13.112122252782186
EL CAMAL,2025-08-01,17.676354600280703,16.726746905644735
EL CAMAL,2025-09-01,19.7262920049466,18.7415464814504
EL CAMAL,2025-10-01,22.170645958282677,20.576616994539897
EL CAMAL,2025-11-01,24.27117391352141,23.986416669421725
EL CAMAL,2025-12-01,21.289637680648035,21.50119250933329
EL CAMAL,2026-01-01,18.057743027384262,20.078154412110646
EL CAMAL,2026-02-01,19.0907663652059,17.748331439495086
EL CAMAL,2026-03-01,19.704287579411016,18.748310352961223
EL CAMAL,2026-04-01,19.029009934733494,17.89628275683293
EL CAMAL,2026-05-01,20.03613571168179,19.19763586362203
EL CAMAL,2026-06-01,19.363572398390097,19.719976365566254
EL CAMAL,2026-07-01,16.37412209306815,15.277093365987142
EL CAMAL,2026-08-01,18.25557120923765,19.431726563771566
EL CAMAL,2026-09-01,21.92886161507221,21.305852502187093
EL CAMAL,2026-10-01,23.475284698731876,24.070668212572734
EL CAMAL,2026-11-01,26.357518000958194,28.12241491847568
EL CAMAL,2026-12-01,24.188691106302098,25.718306481043495
EL CAMAL,2027-01-01,20.141899270364625,24.058488217194874
EL CAMAL,2027-02-01,21.38406158759633,20.37072719335556
EL CAMAL,2027-03-01,21.28729658343769,19.814696337382
EL CAMAL,2027-04-01,20.620955234567177,18.587996805218552
EL CAMAL,2027-05-01,21.79316947444906,19.839012835820515
EL CAMAL,2027-06-01,20.790192798820108,20.202361673116684
EL CAMAL,2027-07-01,17.53034037959384,12.520143225987752
EL CAMAL,2027-08-01,19.217874106832454,16.510902512868245
EL CAMAL,2027-09-01,21.98743568971494,19.62050804456075
EL CAMAL,2027-10-01,24.389830373469152,23.270036987463634
EL CAMAL,2027-11-01,26.383018839419186,25.277659984164767
EL CAMAL,2027-12-01,23.122087958263243,23.062222897211708
EL CAMAL,2028-01-01,19.498153902045015,21.562103119691212
EL CAMAL,2028-02-01,19.997858052621172,17.909851682186126
EL CAMAL,2028-03-01,19.95691267271008,17.362041498819988
EL CAMAL,2028-04-01,19.574437813970743,15.770029628781174
EL CAMAL,2028-05-01,20.334382312902914,17.58524057706197
EL CAMAL,2028-06-01,19.109332184243442,18.851276010274887
EL CAMAL,2028-07-01,15.869864436227541,13.70383830388387
EL CAMAL,2028-08-01,17.492838615520586,18.73283873875936
EL CAMAL,2028-09-01,21.454793970401912,21.905358641942343
EL CAMAL,2028-10-01,23.34465563567474,24.471822313467662
EL CAMAL,2028-11-01,26.717352116096585,30.866678805881076
EL CAMAL,2028-12-01,23.966611796737872,28.41306346575419
GUAMANI,2024-01-01,15.680539411716774,16.340739392481275
GUAMANI,2024-02-01,17.3775296223102,16.47158755197617
GUAMANI,2024-03-01,17.863883261931925,17.145357863031407
GUAMANI,2024-04-01,15.799520223417943,16.78937797576843
GUAMANI,2024-05-01,16.68563826332994,18.94913168922239
GUAMANI,2024-06-01,15.050377062435706,16.89511109754774
GUAMANI,2024-07-01,12.13777712304649,12.981150529000068
GUAMANI,2024-08-01,14.716472116652014,15.56653311869699
GUAMANI,2024-09-01,17.475767667926515,19.60625686306424
GUAMANI,2024-10-01,18.524121040425932,18.988471618365217
GUAMANI,2024-11-01,18.88202616254956,20.273297317819747
GUAMANI,2024-12-01,19.683506482903784,20.34828822167446
GUAMANI,2025-01-01,17.412261008685086,19.585063599787183
GUAMANI,2025-02-01,18.939442879020927,20.130150212193456
GUAMANI,2025-03-01,19.14484694105434,19.666537062250157
GUAMANI,2025-04-01,17.60901198264199,18.10725502998291
GUAMANI,2025-05-01,18.380782367104523,19.192990130932863
GUAMANI,2025-06-01,16.123730277547693,16.05619062349531
GUAMANI,2025-07-01,13.270790680212787,12.974322435098792
GUAMANI,2025-08-01,15.744051868464048,14.921303481074156
GUAMANI,2025-09-01,18.447710439484585,18.56184985298581
GUAMANI,2025-10-01,20.474012927988753,18.609239956807066
GUAMANI,2025-11-01,18.175860004079126,15.780325420694503
GUAMANI,2025-12-01,19.326986194551093,15.8596402838998
GUAMANI,2026-01-01,17.386243686777608,16.3026098243813
GUAMANI,2026-02-01,18.916522776129174,17.26473416223618
GUAMANI,2026-03-01,19.131169610975252,15.653606669031163
GUAMANI,2026-04-01,17.67051721770633,16.560497331923827
GUAMANI,2026-05-01,18.116430822170795,18.01844591573053
GUAMANI,2026-06-01,15.925464416756144,15.795786960575313
GUAMANI,2026-07-01,13.033059994486889,11.593544241624976
GUAMANI,2026-08-01,15.757042445985794,14.369651407213988
GUAMANI,2026-09-01,18.425237843223293,19.686646958774993
GUAMANI,2026-10-01,20.335608225390978,19.51834442324536
GUAMANI,2026-11-01,19.548518578924188,18.537121542291793
GUAMANI,2026-12-01,20.905027747236517,21.967785520868794
GUAMANI,2027-01-01,19.122908618135295,18.879281901560255
GUAMANI,2027-02-01,20.593987468923793,21.471220387364355
GUAMANI,2027-03-01,20.822390104251205,18.98483444841959
GUAMANI,2027-04-01,19.39843458888252,18.81644897491394
GUAMANI,2027-05-01,19.60443024012094,18.25159468427473
GUAMANI,2027-06-01,17.34168013593617,14.700578554126949
GUAMANI,2027-07-01,14.441820463180987,11.93059801741233
GUAMANI,2027-08-01,17.274544393460133,14.586028099270644
GUAMANI,2027-09-01,21.165153293275385,18.877159198708007
GUAMANI,2027-10-01,22.83344849303861,18.74929507679837
GUAMANI,2027-11-01,20.838660232803605,17.038186915712508
GUAMANI,2027-12-01,21.99080963300732,17.581783933954732
GUAMANI,2028-01-01,20.024641302849474,14.320258044443555
GUAMANI,2028-02-01,21.783341450731548,17.939792050267187
GUAMANI,2028-03-01,22.245847650081792,15.365016714654942
GUAMANI,2028-04-01,20.67293004416124,14.014745045012816
GUAMANI,2028-05-01,20.597480184351568,16.07673396840864
GUAMANI,2028-06-01,18.485419828839543,14.20267860457632
GUAMANI,2028-07-01,15.645132401770253,10.501668092447424
GUAMANI,2028-08-01,18.45048257079612,12.31107616445619
GUAMANI,2028-09-01,21.356427872544593,18.456353327221343
GUAMANI,2028-10-01,22.157997707246228,21.313377222489287
GUAMANI,2028-11-01,21.13957797296666,18.220407255487594
GUAMANI,2028-12-01,21.746255231229874,21.830315275507466
LOS CHILLOS,2024-01-01,14.748351931277751,13.305628316510695
LOS CHILLOS,2024-02-01,15.538097460168625,14.688059368133544
LOS CHILLOS,2024-03-01,9.89017748006748,9.188021190397201
LOS CHILLOS,2024-04-01,11.275646333063165,10.470848910119798
LOS CHILLOS,2024-05-01,11.783911123207517,10.030690274905133
LOS CHILLOS,2024-06-01,11.769908041724443,10.494410517586601
LOS CHILLOS,2024-07-01,10.83293159463975,9.829953067866704
LOS CHILLOS,2024-08-01,14.28425176429597,12.77386768743556
LOS CHILLOS,2024-09-01,18.438581264281225,18.506317225138346
LOS CHILLOS,2024-10-01,17.703398371368998,17.579554909531787
LOS CHILLOS,2024-11-01,15.964116434810823,17.661166929428667
LOS CHILLOS,2024-12-01,17.865485297873796,20.36702139904905
LOS CHILLOS,2025-01-01,16.8413931479359,18.04598619233467
LOS CHILLOS,2025-02-01,17.114077766623684,18.661901035308837
LOS CHILLOS,2025-03-01,11.553908694375563,12.0298819615764
LOS CHILLOS,2025-04-01,13.039976178364322,11.785810224321153
LOS CHILLOS,2025-05-01,13.112125468642114,10.941178343962598
LOS CHILLOS,2025-06-01,12.644222689324152,12.351812365425957
LOS CHILLOS,2025-07-01,11.680349584609747,11.424276941386601
LOS CHILLOS,2025-08-01,14.301998446484166,12.734391143770628
LOS CHILLOS,2025-09-01,17.803161171383447,17.90206196610133
LOS CHILLOS,2025-10-01,17.527630731632517,16.376597517792895
LOS CHILLOS,2025-11-01,14.632534994591234,14.225559257690996
LOS CHILLOS,2025-12-01,16.241801766444826,16.51886685421873
LOS CHILLOS,2026-01-01,15.027256449420756,12.123199002851027
LOS CHILLOS,2026-02-01,15.412093695049466,12.459342517852782
LOS CHILLOS,2026-03-01,9.793783180895067,6.141704089872299
LOS CHILLOS,2026-04-01,11.264046361682798,6.8531815927293565
LOS CHILLOS,2026-05-01,11.174740886231753,7.0525222045888185
LOS CHILLOS,2026-06-01,10.952214775910798,9.138696673287285
LOS CHILLOS,2026-07-01,9.724320681059693,8.831200950709722
LOS CHILLOS,2026-08-01,13.506622076951468,11.49865179345172
LOS CHILLOS,2026-09-01,18.086243888392154,18.409912970701853
LOS CHILLOS,2026-10-01,17.820290541745482,15.923915380303576
LOS CHILLOS,2026-11-01,15.878777646546322,16.051664971535295
LOS CHILLOS,2026-12-01,18.196069633396483,21.35629542401243
LOS CHILLOS,2027-01-01,17.194663828459728,14.868998067487258
LOS CHILLOS,2027-02-01,17.630325103655164,17.271700897216796
LOS CHILLOS,2027-03-01,11.976149174383611,9.440591104261337
LOS CHILLOS,2027-04-01,13.299808022787603,10.12580346277025
LOS CHILLOS,2027-05-01,12.84121406659521,8.956208608817029
LOS CHILLOS,2027-06-01,12.624670915606327,11.253793957604302
LOS CHILLOS,2027-07-01,11.429571093832505,11.26711713608875
LOS CHILLOS,2027-08-01,15.305910100676552,13.761605551691465
LOS CHILLOS,2027-09-01,20.06623438518383,22.01073637310664
LOS CHILLOS,2027-10-01,19.564787010321407,19.50359749204369
LOS CHILLOS,2027-11-01,16.927952641689703,17.32003488463649
LOS CHILLOS,2027-12-01,19.048769638405652,19.209193783311136
LOS CHILLOS,2028-01-01,17.259957852812974,13.774632828343886
LOS CHILLOS,2028-02-01,17.102156491688245,15.038080253601073
LOS CHILLOS,2028-03-01,11.495150779797255,7.004457481138168
LOS CHILLOS,2028-04-01,12.624628184333728,6.979394666459825
LOS CHILLOS,2028-05-01,12.13441757418662,5.995164058875012
LOS CHILLOS,2028-06-01,11.910700316944538,9.378147843254936
LOS CHILLOS,2028-07-01,10.48848351334237,8.103940599528691
LOS CHILLOS,2028-08-01,14.088837277483503,10.275275757761412
LOS CHILLOS,2028-09-01,18.81735624050714,19.41795983616511
LOS CHILLOS,2028-10-01,18.231711259475844,16.356959813897326
LOS CHILLOS,2028-11-01,15.517711262802505,15.656143688385576
LOS CHILLOS,2028-12-01,18.05798566501497,21.932460623292215
SAN ANTONIO,2024-01-01,8.29251735741174,8.85713456779398
SAN ANTONIO,2024-02-01,8.574407638683908,7.858661351885113
SAN ANTONIO,2024-03-01,8.59713286702839,5.339368616124636
SAN ANTONIO,2024-04-01,10.705693871304875,7.7947322909037275
SAN ANTONIO,2024-05-01,10.082288988839654,7.119969050680119
SAN ANTONIO,2024-06-01,9.222264044222218,4.797661546028371
SAN ANTONIO,2024-07-01,11.214370006660685,9.295067108904346
SAN ANTONIO,2024-08-01,15.061747965487882,14.36729204280201
SAN ANTONIO,2024-09-01,18.31382117622031,15.260778947682773
SAN ANTONIO,2024-10-01,14.350271023776545,11.351672139746649
SAN ANTONIO,2024-11-01,17.170559961577577,13.789657246833894
SAN ANTONIO,2024-12-01,11.731166462167621,13.566110057215537
SAN ANTONIO,2025-01-01,9.838398652609317,9.072120027836933
SAN ANTONIO,2025-02-01,10.626810854971415,10.238813815798077
SAN ANTONIO,2025-03-01,10.25179571706925,7.838131462117678
SAN ANTONIO,2025-04-01,12.424108357134772,11.106171805063884
SAN ANTONIO,2025-05-01,11.67510427214697,9.683861176763493
SAN ANTONIO,2025-06-01,10.821057472571638,7.161758425987477
SAN ANTONIO,2025-07-01,12.673930471781592,12.518963373934254
SAN ANTONIO,2025-08-01,16.732516476995844,17.089346762726937
SAN ANTONIO,2025-09-01,20.048791702233018,21.8419747789816
SAN ANTONIO,2025-10-01,15.897491615984954,19.319077458960514
SAN ANTONIO,2025-11-01,16.76780405589491,21.557094704872224
SAN ANTONIO,2025-12-01,11.305555599576405,14.420880777220573
SAN ANTONIO,2026-01-01,9.72584128236165,12.057432251271381
