datetime,station,pm25_ugm3,co_mgm3,no2_ugm3,o3_ugm3,pm10_ugm3,so2_ugm3,wind_direction_deg,humidity_pct,uv_index,precipitation_mm,pressure_hpa,solar_radiation_wm2,temperature_c,wind_speed_ms,elevation_m,zone
2025-12-01 23:00:00,BELISARIO,2.67,0.258,22.14,15.46,25.5,2.64,117.18,91.03,,0.0,726.39,0.0,11.15,1.06,2835,centro-norte
2025-12-02 00:00:00,BELISARIO,8.5,0.245,24.89,12.14,25.5,2.18,158.2,89.81,,0.0,725.99,0.0,11.23,0.75,2835,centro-norte
2025-12-02 01:00:00,BELISARIO,11.16,0.244,22.82,9.33,25.5,2.53,186.97,89.07,,0.0,725.27,0.0,10.88,0.41,2835,centro-norte
2025-12-02 02:00:00,BELISARIO,7.66,0.248,17.05,10.82,25.5,2.17,312.32,84.15,,0.0,724.9,0.0,10.75,0.65,2835,centro-norte
2025-12-02 03:00:00,BELISARIO,5.47,0.556,17.75,12.21,25.5,2.76,323.34,83.94,,0.0,724.65,0.0,10.81,0.16,2835,centro-norte
2025-12-02 04:00:00,BELISARIO,6.47,0.876,19.98,12.82,25.5,2.08,157.42,84.91,,0.0,724.94,0.0,10.74,0.19,2835,centro-norte
2025-12-02 05:00:00,BELISARIO,11.68,0.699,16.07,20.38,25.5,2.21,157.49,90.38,,0.0,725.36,0.0,10.55,1.22,2835,centro-norte
2025-12-02 06:00:00,BELISARIO,7.34,0.623,25.99,11.06,25.5,2.42,123.31,88.69,,0.0,725.84,99.4,11.1,0.93,2835,centro-norte
2025-12-02 07:00:00,BELISARIO,11.4,0.644,28.46,15.37,25.5,3.21,130.95,75.37,,0.0,726.52,353.0,13.33,1.38,2835,centro-norte
2025-12-02 08:00:00,BELISARIO,23.43,0.474,25.27,23.3,25.5,2.77,103.68,71.62,,0.0,726.86,554.1,13.97,1.29,2835,centro-norte
2025-12-02 09:00:00,BELISARIO,21.06,0.338,25.86,34.08,25.5,2.4,124.74,62.47,,0.0,726.64,803.4,15.41,1.57,2835,centro-norte
2025-12-02 10:00:00,BELISARIO,33.07,0.351,32.51,41.84,25.5,2.49,137.17,59.77,,0.0,726.58,466.7,15.78,1.42,2835,centro-norte
2025-12-02 11:00:00,BELISARIO,27.32,0.404,27.25,65.56,25.5,2.5,72.16,53.72,,0.0,726.18,578.7,17.03,0.59,2835,centro-norte
2025-12-02 12:00:00,BELISARIO,15.09,0.377,18.28,74.7,25.5,2.35,16.29,43.48,,0.0,725.37,970.1,19.06,1.48,2835,centro-norte
2025-12-02 13:00:00,BELISARIO,22.07,0.352,17.28,53.95,25.5,1.83,24.21,45.31,,0.0,724.6,595.6,18.85,1.56,2835,centro-norte
2025-12-02 14:00:00,BELISARIO,18.27,0.679,21.74,56.4,25.5,2.06,157.56,36.92,,0.0,723.69,914.8,19.43,1.9,2835,centro-norte
2025-12-02 15:00:00,BELISARIO,14.26,0.694,14.65,45.79,25.5,1.91,228.08,30.51,,0.0,723.31,668.4,19.97,2.63,2835,centro-norte
2025-12-02 16:00:00,BELISARIO,29.66,0.636,15.83,39.11,25.5,1.93,223.15,37.02,,0.0,723.14,460.8,19.2,2.37,2835,centro-norte
2025-12-02 17:00:00,BELISARIO,23.85,0.465,34.75,23.84,25.5,2.33,178.18,40.91,,0.0,723.7,154.9,17.05,3.42,2835,centro-norte
2025-12-02 18:00:00,BELISARIO,19.81,0.631,35.89,12.09,25.5,2.63,189.43,60.6,,0.0,724.74,0.0,14.19,2.32,2835,centro-norte
2025-12-02 19:00:00,BELISARIO,7.56,0.466,31.29,11.9,25.5,3.5,171.36,76.99,,0.0,725.64,0.0,12.87,2.07,2835,centro-norte
2025-12-02 20:00:00,BELISARIO,1.42,0.528,23.51,18.9,25.5,2.75,176.84,78.87,,0.0,726.42,0.0,12.22,1.58,2835,centro-norte
2025-12-02 21:00:00,BELISARIO,0.0,0.44025000000000003,32.2,7.73,25.5,3.53,242.71,73.88,,0.0,726.81,0.0,11.57,0.36,2835,centro-norte
2025-12-02 22:00:00,BELISARIO,0.13,0.35250000000000004,24.6,13.61,25.5,2.79,172.52,85.46,,0.0,727.0,0.0,11.25,1.0,2835,centro-norte
2025-12-02 23:00:00,BELISARIO,0.33,0.26475,28.89,8.04,25.5,2.97,251.82,79.95,,0.0,726.58,0.0,10.78,0.6,2835,centro-norte
2025-12-03 00:00:00,BELISARIO,2.24,0.177,26.33,13.356666666666666,25.5,2.35,301.16,72.11,,0.0,726.31,0.0,10.13,0.75,2835,centro-norte
2025-12-03 01:00:00,BELISARIO,2.36,0.18,16.34,18.673333333333332,25.5,2.365,69.51,85.38,,0.0,725.76,0.0,10.48,0.36,2835,centro-norte
2025-12-03 02:00:00,BELISARIO,1.79,0.369,19.91,23.99,25.5,2.38,282.19,68.32,,0.0,725.38,0.0,10.25,1.08,2835,centro-norte
2025-12-03 03:00:00,BELISARIO,2.61,0.93,23.48,20.98,25.5,2.395,302.29,70.39,,0.0,725.31,0.0,9.3,1.0,2835,centro-norte
2025-12-03 04:00:00,BELISARIO,3.4,1.39,27.05,10.63,25.5,2.41,310.34,71.02,,0.0,725.62,0.0,8.42,0.8,2835,centro-norte
2025-12-03 05:00:00,BELISARIO,4.74,1.403,30.62,3.72,25.5,2.95,288.01,74.25,,0.0,725.91,0.0,8.28,0.86,2835,centro-norte
2025-12-03 06:00:00,BELISARIO,10.92,0.975,32.06,5.33,25.5,4.18,285.71,75.04,,0.0,726.3,55.1,8.61,0.61,2835,centro-norte
2025-12-03 07:00:00,BELISARIO,10.9,0.752,43.07,12.03,25.5,4.7,184.54,63.19,,0.0,726.88,238.4,12.96,0.61,2835,centro-norte
2025-12-03 08:00:00,BELISARIO,41.69,0.749,50.43,19.76,25.5,5.63,125.64,57.49,,0.0,727.23,619.5,14.58,0.99,2835,centro-norte
2025-12-03 09:00:00,BELISARIO,37.63,0.571,45.53,31.12,25.5,4.03,128.02,43.26,,0.0,727.14,810.1,16.16,1.1,2835,centro-norte
2025-12-03 10:00:00,BELISARIO,20.32,0.417,41.83,46.04,25.5,3.48,125.62,32.45,,0.0,726.66,965.3,17.75,1.43,2835,centro-norte
2025-12-03 11:00:00,BELISARIO,38.5,0.346,46.79,56.24,25.5,3.76,118.08,31.76,,0.0,726.15,1035.2,18.66,1.67,2835,centro-norte
2025-12-03 12:00:00,BELISARIO,28.95,0.366,42.48,83.82,25.5,3.33,106.26,27.63,,0.0,725.48,1046.6,19.68,1.51,2835,centro-norte
2025-12-03 13:00:00,BELISARIO,29.06,0.46,26.36,85.44,25.5,2.56,38.85,24.84,,0.0,724.59,997.3,20.85,1.01,2835,centro-norte
2025-12-03 14:00:00,BELISARIO,22.01,0.669,15.93,51.3,25.5,1.95,206.16,11.6,,0.0,723.75,895.5,21.07,3.2,2835,centro-norte
2025-12-03 15:00:00,BELISARIO,19.02,0.667,16.02,48.69,25.5,2.27,221.73,12.18,,0.0,723.26,655.1,20.97,3.42,2835,centro-norte
2025-12-03 16:00:00,BELISARIO,28.43,0.602,22.34,40.81,25.5,2.35,187.06,22.06,,0.0,723.38,405.8,20.03,2.83,2835,centro-norte
2025-12-03 17:00:00,BELISARIO,31.11,0.625,30.76,26.79,25.5,2.45,138.96,56.05,,0.0,724.28,128.3,16.01,1.94,2835,centro-norte
2025-12-03 18:00:00,BELISARIO,19.87,0.58,35.35,15.04,25.5,2.53,179.07,70.41,,0.0,725.44,0.0,13.02,1.9,2835,centro-norte
2025-12-03 19:00:00,BELISARIO,3.75,0.908,37.16,12.03,25.5,2.44,158.96,78.28,,0.0,726.43,0.0,11.78,1.47,2835,centro-norte
2025-12-03 20:00:00,BELISARIO,2.78,0.68,37.85,11.49,25.5,2.99,161.06,82.97,,0.0,727.18,0.0,11.14,1.35,2835,centro-norte
2025-12-03 21:00:00,BELISARIO,0.0,0.556,35.28,14.03,25.5,2.57,192.18,83.75,,0.0,727.65,0.0,10.84,0.81,2835,centro-norte
2025-12-03 22:00:00,BELISARIO,0.0,0.439,39.24,5.08,25.5,3.76,267.28,74.66,,0.0,727.64,0.0,10.47,0.76,2835,centro-norte
2025-12-03 23:00:00,BELISARIO,2.51,0.315,41.86,5.56,25.5,2.9,205.88,76.58,,0.0,727.39,0.0,10.99,0.78,2835,centro-norte
2025-12-04 00:00:00,BELISARIO,7.63,0.283,35.27,4.57,25.5,2.77,300.57,76.23,,0.0,727.08,0.0,10.15,0.63,2835,centro-norte
2025-12-04 01:00:00,BELISARIO,5.55,0.397,34.18,9.06,25.5,2.6,228.18,69.8,,0.0,726.47,0.0,10.17,0.82,2835,centro-norte
2025-12-04 02:00:00,BELISARIO,3.67,0.282,27.92,13.71,25.5,2.18,249.91,65.22,,0.0,726.03,0.0,9.68,0.61,2835,centro-norte
2025-12-04 03:00:00,BELISARIO,2.6,0.584,26.51,15.16,25.5,2.3,252.71,62.66,,0.0,725.84,0.0,8.83,0.76,2835,centro-norte
2025-12-04 04:00:00,BELISARIO,2.23,1.708,33.63,13.75,25.5,2.27,215.26,52.71,,0.0,725.78,0.0,9.17,0.79,2835,centro-norte
2025-12-04 05:00:00,BELISARIO,2.14,2.253,36.47,7.96,25.5,2.19,306.03,50.77,,0.0,726.07,0.0,8.15,0.78,2835,centro-norte
2025-12-04 06:00:00,BELISARIO,6.23,2.161,41.47,6.28,25.5,2.82,310.29,53.42,,0.0,726.6,49.8,8.05,0.73,2835,centro-norte
2025-12-04 07:00:00,BELISARIO,7.86,1.344,57.59,8.51,25.5,5.27,197.35,40.38,,0.0,727.11,148.6,11.4,0.66,2835,centro-norte
2025-12-04 08:00:00,BELISARIO,38.46,0.852,70.93,8.2,25.5,6.07,342.98,39.63,,0.0,727.54,193.8,12.64,0.34,2835,centro-norte
2025-12-04 09:00:00,BELISARIO,43.77,0.915,78.1,12.56,25.5,5.37,336.62,36.36,,0.0,727.52,330.8,13.98,0.83,2835,centro-norte
2025-12-04 10:00:00,BELISARIO,25.38,0.637,71.78,32.86,25.5,3.87,23.5,21.83,,0.0,727.18,614.4,16.68,1.01,2835,centro-norte
2025-12-04 11:00:00,BELISARIO,17.1,0.475,48.62,48.29,25.5,4.34,45.14,17.78,,0.0,726.36,729.9,18.08,1.35,2835,centro-norte
2025-12-04 12:00:00,BELISARIO,41.17,0.512,58.53,45.45,25.5,5.25,87.5,26.61,,0.0,725.86,856.2,17.83,1.66,2835,centro-norte
2025-12-04 13:00:00,BELISARIO,31.11,0.572,45.03,63.36,25.5,4.15,60.75,23.34,,0.0,725.04,973.9,18.83,1.71,2835,centro-norte
2025-12-04 14:00:00,BELISARIO,28.74,0.708,32.01,63.94,25.5,3.05,81.99,22.84,,0.0,724.3,827.9,19.33,1.77,2835,centro-norte
2025-12-04 15:00:00,BELISARIO,27.03,0.845,31.03,57.3,25.5,2.7,126.1,26.91,,0.0,723.98,725.7,19.59,1.97,2835,centro-norte
2025-12-04 16:00:00,BELISARIO,39.69,0.915,34.53,40.02,25.5,2.14,133.42,36.04,,0.0,724.26,310.6,17.54,1.81,2835,centro-norte
2025-12-04 17:00:00,BELISARIO,24.36,1.067,46.71,23.75,25.5,2.72,158.5,40.15,,0.0,724.81,83.6,16.12,1.16,2835,centro-norte
2025-12-04 18:00:00,BELISARIO,18.39,0.927,55.77,16.46,25.5,2.85,171.15,46.22,,0.0,725.18,0.0,14.1,1.39,2835,centro-norte
2025-12-04 19:00:00,BELISARIO,8.7,0.861,58.75,8.93,25.5,3.14,189.62,50.23,,0.0,725.81,0.0,13.31,0.44,2835,centro-norte
2025-12-04 20:00:00,BELISARIO,0.59,0.637,49.2,3.51,25.5,4.71,291.62,51.22,,0.0,726.52,0.0,11.69,0.73,2835,centro-norte
2025-12-04 21:00:00,BELISARIO,2.62,0.6035,47.73,4.1,25.5,4.38,296.78,52.55,,0.0,726.96,0.0,10.81,0.89,2835,centro-norte
2025-12-04 22:00:00,BELISARIO,0.3,0.5700000000000001,45.92,4.19,25.5,4.09,290.96,49.73,,0.0,727.02,0.0,10.27,0.74,2835,centro-norte
2025-12-04 23:00:00,BELISARIO,0.0,0.5365,42.28,4.62,25.5,3.61,297.64,47.75,,0.0,726.89,0.0,9.38,1.0,2835,centro-norte
2025-12-05 00:00:00,BELISARIO,2.33,0.503,42.98,6.366666666666666,25.5,3.9,299.96,46.07,,0.0,726.52,0.0,9.1,0.78,2835,centro-norte
2025-12-05 01:00:00,BELISARIO,3.22,0.51,38.7,8.113333333333333,25.5,3.71,300.29,51.01,,0.0,726.0,0.0,7.95,0.93,2835,centro-norte
2025-12-05 02:00:00,BELISARIO,2.61,0.387,38.86,9.86,25.5,3.52,305.62,52.27,,0.0,725.63,0.0,7.44,0.95,2835,centro-norte
2025-12-05 03:00:00,BELISARIO,2.24,0.936,39.02,8.91,25.5,3.33,277.25,52.28,,0.0,725.71,0.0,7.24,0.85,2835,centro-norte
2025-12-05 04:00:00,BELISARIO,7.13,1.355,39.18000000000001,3.55,25.5,3.14,291.8,49.75,,0.0,725.99,0.0,7.52,0.61,2835,centro-norte
2025-12-05 05:00:00,BELISARIO,2.97,1.066,39.34,2.4,25.5,2.58,314.44,53.22,,0.0,726.41,0.0,7.16,0.85,2835,centro-norte
2025-12-05 06:00:00,BELISARIO,3.2,0.919,44.96,5.62,25.5,3.76,218.1,45.87,,0.0,726.86,78.4,9.69,0.43,2835,centro-norte
2025-12-05 07:00:00,BELISARIO,10.53,0.677,58.38,13.65,25.5,5.37,166.57,29.98,,0.0,727.35,297.7,13.25,0.92,2835,centro-norte
2025-12-05 08:00:00,BELISARIO,24.4,0.574,59.28,28.6,25.5,7.19,126.68,23.54,,0.0,727.5,597.6,16.47,0.76,2835,centro-norte
2025-12-05 09:00:00,BELISARIO,39.99,0.431,57.87,32.89,25.5,6.17,147.93,25.67,,0.0,727.22,809.3,16.55,1.34,2835,centro-norte
2025-12-05 10:00:00,BELISARIO,27.62,0.33,49.37,40.57,25.5,8.26,105.25,21.0,,0.0,726.72,860.1,18.07,1.55,2835,centro-norte
2025-12-05 11:00:00,BELISARIO,38.38,0.357,41.53,53.27,25.5,6.14,98.81,21.26,,0.0,726.19,937.9,18.42,1.6,2835,centro-norte
2025-12-05 12:00:00,BELISARIO,33.48,0.306,28.42,70.95,25.5,4.74,56.9,20.58,,0.0,725.56,1007.2,18.9,1.8,2835,centro-norte
2025-12-05 13:00:00,BELISARIO,30.07,0.341,15.31,69.43,25.5,2.62,30.62,26.01,,0.0,724.75,1024.1,19.74,1.54,2835,centro-norte
2025-12-05 14:00:00,BELISARIO,24.43,0.463,17.79,68.16,25.5,2.06,124.67,29.99,,0.0,723.92,750.1,19.51,1.66,2835,centro-norte
2025-12-05 15:00:00,BELISARIO,22.93,0.613,14.36,57.78,25.5,1.79,182.48,22.45,,0.0,723.59,688.7,19.99,1.75,2835,centro-norte
2025-12-05 16:00:00,BELISARIO,27.98,0.669,16.06,53.27,25.5,2.0,181.84,19.95,,0.0,723.65,363.1,18.91,2.35,2835,centro-norte
2025-12-05 17:00:00,BELISARIO,30.37,0.877,26.86,37.26,25.5,1.9,169.34,41.41,,0.0,724.37,58.0,15.13,2.59,2835,centro-norte
2025-12-05 18:00:00,BELISARIO,14.05,0.826,38.8,23.63,25.5,2.24,172.45,55.09,,0.0,725.0,0.0,13.28,1.65,2835,centro-norte
2025-12-05 19:00:00,BELISARIO,3.47,0.802,40.35,21.46,25.5,2.94,181.06,57.74,,0.0,725.7,0.0,12.63,0.93,2835,centro-norte
2025-12-05 20:00:00,BELISARIO,0.1,0.581,50.23,4.95,25.5,4.27,275.58,46.86,,0.0,726.29,0.0,11.86,0.93,2835,centro-norte
2025-12-05 21:00:00,BELISARIO,0.11,0.483,49.34,5.45,25.5,5.38,265.14,41.42,,0.0,726.72,0.0,11.54,1.14,2835,centro-norte
2025-12-05 22:00:00,BELISARIO,1.26,0.441,49.24,4.16,25.5,5.45,281.51,45.34,,0.0,726.79,0.0,11.14,0.86,2835,centro-norte
2025-12-05 23:00:00,BELISARIO,2.81,0.618,44.98,5.15,25.5,3.62,300.15,42.66,,0.0,726.78,0.0,10.2,0.85,2835,centro-norte
2025-12-06 00:00:00,BELISARIO,18.53,0.475,43.12,7.79,25.5,4.1,287.5,41.43,,0.0,726.34,0.0,9.76,0.51,2835,centro-norte
2025-12-06 01:00:00,BELISARIO,3.11,0.395,39.45,8.58,25.5,3.05,298.64,45.73,,0.0,725.84,0.0,9.45,0.8,2835,centro-norte
2025-12-06 02:00:00,BELISARIO,3.72,0.371,43.02,5.44,25.5,3.64,259.82,43.68,,0.0,725.46,0.0,9.44,0.76,2835,centro-norte
2025-12-06 03:00:00,BELISARIO,4.93,0.706,38.5,7.89,25.5,2.81,267.91,41.69,,0.0,725.36,0.0,9.22,0.48,2835,centro-norte
2025-12-06 04:00:00,BELISARIO,5.02,1.24,40.3,5.3,25.5,2.79,294.79,42.35,,0.0,725.66,0.0,9.51,0.64,2835,centro-norte
2025-12-06 05:00:00,BELISARIO,2.07,0.862,39.83,4.65,25.5,2.49,306.66,45.31,,0.0,726.07,0.0,9.21,0.76,2835,centro-norte
2025-12-06 06:00:00,BELISARIO,6.95,0.699,44.55,7.8,25.5,3.58,213.75,39.16,,0.0,726.46,47.6,9.7,0.89,2835,centro-norte
2025-12-06 07:00:00,BELISARIO,6.71,0.637,53.73,14.01,25.5,5.52,175.05,30.65,,0.0,726.88,273.2,13.67,0.41,2835,centro-norte
2025-12-06 08:00:00,BELISARIO,16.0,0.59,50.81,32.68,25.5,3.93,153.18,22.94,,0.0,727.34,514.2,16.69,0.73,2835,centro-norte
2025-12-06 09:00:00,BELISARIO,26.97,0.47,44.34,46.13,25.5,4.07,91.93,21.78,,0.0,727.24,801.5,17.85,0.72,2835,centro-norte
2025-12-06 10:00:00,BELISARIO,33.1,0.323,48.38,51.16,25.5,7.9,59.62,20.31,,0.0,726.7,958.2,18.76,1.13,2835,centro-norte
2025-12-06 11:00:00,BELISARIO,38.16,0.401,47.49,57.55,25.5,8.09,76.86,21.28,,0.0,725.97,1051.4,19.45,1.51,2835,centro-norte
2025-12-06 12:00:00,BELISARIO,35.54,0.273,33.04,81.43,25.5,4.8,60.74,18.57,,0.0,725.43,1059.8,20.33,1.36,2835,centro-norte
2025-12-06 13:00:00,BELISARIO,25.84,0.362,15.68,78.63,25.5,2.6,15.54,22.06,,0.0,724.53,990.7,20.82,1.92,2835,centro-norte
2025-12-06 14:00:00,BELISARIO,28.25,0.474,19.47,66.11,25.5,2.66,60.05,27.37,,0.0,723.88,838.5,20.81,1.24,2835,centro-norte
2025-12-06 15:00:00,BELISARIO,31.21,0.542,10.53,57.12,25.5,1.52,203.48,25.08,,0.0,723.63,636.0,20.74,2.23,2835,centro-norte
2025-12-06 16:00:00,BELISARIO,33.1,0.535,16.98,57.96,25.5,1.94,173.17,27.26,,0.0,723.76,392.4,20.2,1.62,2835,centro-norte
2025-12-06 17:00:00,BELISARIO,42.0,0.613,26.04,42.37,25.5,1.78,149.94,46.51,,0.0,724.17,95.9,17.26,1.28,2835,centro-norte
2025-12-06 18:00:00,BELISARIO,25.27,0.804,32.92,31.72,25.5,2.24,173.66,58.42,,0.0,724.83,0.0,13.98,1.87,2835,centro-norte
2025-12-06 19:00:00,BELISARIO,2.58,0.718,35.74,29.33,25.5,2.28,172.41,57.68,,0.0,725.41,0.0,12.79,1.16,2835,centro-norte
2025-12-06 20:00:00,BELISARIO,0.0,0.587,42.08,19.8,25.5,2.84,220.01,49.91,,0.0,726.36,0.0,12.11,0.77,2835,centro-norte
2025-12-06 21:00:00,BELISARIO,0.71,0.5429999999999999,48.05,12.69,25.5,3.74,238.12,46.86,,0.0,726.71,0.0,11.83,0.64,2835,centro-norte
2025-12-06 22:00:00,BELISARIO,0.0,0.499,50.9,9.58,25.5,3.97,247.25,40.82,,0.0,726.7,0.0,11.9,0.7,2835,centro-norte
2025-12-06 23:00:00,BELISARIO,6.1,0.45499999999999996,48.62,6.45,25.5,6.16,292.7,46.9,,0.0,726.6,0.0,11.1,0.92,2835,centro-norte
2025-12-07 00:00:00,BELISARIO,12.02,0.411,46.79,10.196666666666667,25.5,4.82,286.21,51.84,,0.0,726.27,0.0,10.81,0.75,2835,centro-norte
2025-12-07 01:00:00,BELISARIO,14.2,0.361,37.31,13.943333333333335,25.5,4.37,298.92,57.16,,0.0,725.92,0.0,9.75,0.87,2835,centro-norte
2025-12-07 02:00:00,BELISARIO,1.77,0.327,34.88,17.69,25.5,3.92,287.45,53.11,,0.0,725.49,0.0,9.75,0.91,2835,centro-norte
2025-12-07 03:00:00,BELISARIO,2.03,0.519,32.45,14.06,25.5,3.47,270.8,50.27,,0.0,725.42,0.0,9.97,0.5,2835,centro-norte
2025-12-07 04:00:00,BELISARIO,7.07,0.822,30.02,14.95,25.5,3.02,299.66,53.54,,0.0,725.7,0.0,9.03,0.86,2835,centro-norte
2025-12-07 05:00:00,BELISARIO,1.53,0.671,27.59,18.1,25.5,2.91,292.88,48.86,,0.0,726.14,0.0,9.34,0.67,2835,centro-norte
2025-12-07 06:00:00,BELISARIO,6.88,0.562,32.58,15.21,25.5,3.46,285.64,48.0,,0.0,726.66,43.0,9.6,0.68,2835,centro-norte
2025-12-07 07:00:00,BELISARIO,2.44,0.488,42.23,23.39,25.5,3.84,143.22,34.03,,0.0,727.35,265.3,13.74,0.33,2835,centro-norte
2025-12-07 08:00:00,BELISARIO,22.1,0.458,39.13,44.14,25.5,4.27,98.75,27.6,,0.0,727.43,511.6,15.92,0.51,2835,centro-norte
2025-12-07 09:00:00,BELISARIO,15.57,0.336,32.4,66.45,25.5,3.83,118.37,24.12,,0.0,727.25,816.4,17.4,0.82,2835,centro-norte
2025-12-07 10:00:00,BELISARIO,27.73,0.38,27.9,76.9,25.5,3.66,39.31,19.3,,0.0,726.65,982.1,19.09,1.53,2835,centro-norte
2025-12-07 11:00:00,BELISARIO,36.34,0.25,31.31,81.72,25.5,5.82,32.36,21.67,,0.0,726.07,1056.2,19.98,1.78,2835,centro-norte
2025-12-07 12:00:00,BELISARIO,36.79,0.264,16.68,85.6,25.5,3.09,19.44,20.93,,0.0,725.45,1079.9,19.86,2.4,2835,centro-norte
2025-12-07 13:00:00,BELISARIO,18.92,0.43,15.15,76.92,25.5,2.55,173.72,17.54,,0.0,724.62,1010.1,20.91,0.32,2835,centro-norte
2025-12-07 14:00:00,BELISARIO,19.82,0.47,6.32,55.02,25.5,2.03,226.53,13.13,,0.0,723.9,874.0,21.21,2.95,2835,centro-norte
2025-12-07 15:00:00,BELISARIO,25.43,0.647,7.83,49.48,25.5,1.66,222.52,17.03,,0.0,723.65,419.5,19.79,2.81,2835,centro-norte
2025-12-07 16:00:00,BELISARIO,34.57,0.482,18.49,44.89,25.5,2.01,165.35,44.35,,0.0,724.04,143.5,16.46,3.28,2835,centro-norte
2025-12-07 17:00:00,BELISARIO,16.19,0.569,24.28,35.99,25.5,2.05,120.95,54.53,,0.0,724.63,53.3,14.57,1.36,2835,centro-norte
2025-12-07 18:00:00,BELISARIO,18.24,0.584,31.8,28.09,25.5,2.13,106.13,64.42,,0.0,725.2,0.0,12.85,1.17,2835,centro-norte
2025-12-07 19:00:00,BELISARIO,2.15,0.388,25.15,35.16,25.5,2.19,161.04,67.49,,0.0,726.29,0.0,12.04,1.36,2835,centro-norte
2025-12-07 20:00:00,BELISARIO,3.87,0.383,30.91,29.05,25.5,2.6,188.64,66.76,,0.0,726.63,0.0,11.84,1.71,2835,centro-norte
2025-12-07 21:00:00,BELISARIO,3.94,0.445,51.65,7.96,25.5,14.12,151.88,65.72,,0.0,726.86,0.0,11.87,0.98,2835,centro-norte
2025-12-07 22:00:00,BELISARIO,7.93,0.348,51.54,7.68,25.5,15.39,11.97,67.4,,0.0,727.21,0.0,11.3,0.4,2835,centro-norte
2025-12-07 23:00:00,BELISARIO,7.82,0.295,49.41,9.11,25.5,13.19,192.43,67.0,,0.0,726.93,0.0,10.99,0.85,2835,centro-norte
2025-12-08 00:00:00,BELISARIO,5.61,0.198,48.68,4.69,25.5,11.42,268.84,67.34,,0.0,726.31,0.0,10.85,0.48,2835,centro-norte
2025-12-08 01:00:00,BELISARIO,12.99,0.326,33.62,9.87,25.5,4.87,310.6,64.18,,0.0,725.81,0.0,9.95,0.9,2835,centro-norte
2025-12-08 02:00:00,BELISARIO,3.98,0.33,27.69,16.27,25.5,4.56,297.6,62.38,,0.0,725.32,0.0,9.55,0.85,2835,centro-norte
2025-12-08 03:00:00,BELISARIO,3.51,0.88,16.53,24.07,25.5,3.33,307.38,53.17,,0.0,725.44,0.0,9.77,0.81,2835,centro-norte
2025-12-08 04:00:00,BELISARIO,4.62,1.192,31.54,10.84,25.5,3.51,233.0,56.24,,0.0,725.35,0.0,9.88,0.81,2835,centro-norte
2025-12-08 05:00:00,BELISARIO,11.28,1.379,34.87,4.73,25.5,3.19,299.77,53.95,,0.0,725.63,0.0,9.5,0.77,2835,centro-norte
2025-12-08 06:00:00,BELISARIO,9.48,0.85,38.27,6.12,25.5,3.9,316.63,48.54,,0.0,726.06,74.1,10.46,0.72,2835,centro-norte
2025-12-08 07:00:00,BELISARIO,10.1,0.702,48.53,16.21,25.5,4.4,23.96,33.03,,0.0,726.5,315.6,16.38,0.62,2835,centro-norte
2025-12-08 08:00:00,BELISARIO,40.6,0.589,62.32,23.84,25.5,6.27,117.29,32.17,,0.0,726.73,566.9,16.86,0.84,2835,centro-norte
2025-12-08 09:00:00,BELISARIO,42.87,0.478,48.66,35.85,25.5,7.21,128.87,24.62,,0.0,726.54,796.4,17.62,1.32,2835,centro-norte
2025-12-08 10:00:00,BELISARIO,31.97,0.487,42.14,44.47,25.5,8.41,97.8,21.74,,0.0,726.11,956.2,18.38,1.39,2835,centro-norte
2025-12-08 11:00:00,BELISARIO,37.96,0.366,38.29,70.54,25.5,4.72,72.54,21.33,,0.0,725.56,1040.8,19.4,1.44,2835,centro-norte
2025-12-08 12:00:00,BELISARIO,39.4,0.352,31.62,78.99,25.5,4.01,52.99,19.63,,0.0,724.98,1038.9,20.25,1.36,2835,centro-norte
2025-12-08 13:00:00,BELISARIO,34.05,0.447,22.38,57.96,25.5,2.81,181.24,13.47,,0.0,724.33,1023.2,20.64,2.4,2835,centro-norte
2025-12-08 14:00:00,BELISARIO,20.04,0.719,14.5,45.73,25.5,2.28,208.08,9.94,,0.0,723.71,872.9,21.14,2.69,2835,centro-norte
2025-12-08 15:00:00,BELISARIO,23.59,0.595,13.39,41.73,25.5,1.99,222.35,14.44,,0.0,723.57,664.0,20.88,2.78,2835,centro-norte
2025-12-08 16:00:00,BELISARIO,27.94,0.635,18.3,37.27,25.5,2.35,189.05,19.51,,0.0,723.81,340.5,19.44,2.78,2835,centro-norte
2025-12-08 17:00:00,BELISARIO,40.71,0.561,37.38,32.24,25.5,2.58,136.25,52.1,,0.0,724.15,92.4,15.8,2.07,2835,centro-norte
2025-12-08 18:00:00,BELISARIO,23.46,0.843,38.81,26.36,25.5,2.89,58.46,61.43,,0.0,725.0,0.0,13.18,0.47,2835,centro-norte
2025-12-08 19:00:00,BELISARIO,6.59,0.74,43.02,14.85,25.5,2.7,224.06,59.26,,0.0,725.78,0.0,12.19,0.37,2835,centro-norte
2025-12-08 20:00:00,BELISARIO,0.69,0.329,36.91,21.86,25.5,2.65,183.64,61.82,,0.0,726.56,0.0,11.55,0.77,2835,centro-norte
2025-12-08 21:00:00,BELISARIO,0.11,0.2975,43.44,5.58,25.5,4.08,268.77,54.36,,0.0,726.9,0.0,10.42,1.0,2835,centro-norte
2025-12-08 22:00:00,BELISARIO,1.82,0.266,41.64,7.63,25.5,3.7,275.49,46.3,,0.0,726.78,0.0,10.36,0.7,2835,centro-norte
