unique_id,ds,y,predicted_RF,predicted_XGB
COTOCOLLAO,2024-11-01,19.9756875,14.665467532808158,16.452952309926353
COTOCOLLAO,2024-12-01,11.280044272862506,13.720772576914623,16.04186813193349
COTOCOLLAO,2025-01-01,12.983077956989247,13.571848138759147,15.908666692754274
COTOCOLLAO,2025-02-01,12.059375,14.317742703420722,15.514666502816336
COTOCOLLAO,2025-03-01,12.409378054740957,12.954339822672843,14.706946368884013
COTOCOLLAO,2025-04-01,12.512291666666668,13.648816767885586,14.409458920584784
COTOCOLLAO,2025-05-01,11.330282258064516,13.67013053925478,15.589355860828539
COTOCOLLAO,2025-06-01,10.450402777777779,13.414671013412532,15.039590205086602
COTOCOLLAO,2025-07-01,10.379905913978494,11.425501389231444,13.238536266408941
COTOCOLLAO,2025-08-01,11.432056451612905,13.647410884747352,16.851476623158668
COTOCOLLAO,2025-09-01,12.797255208333334,16.81163719029291,18.67519167745113
COTOCOLLAO,2025-10-01,14.322432795698925,15.730230848314527,15.191064026258326
COTOCOLLAO,2025-11-01,14.239230927230047,13.485394852232538,14.840261861165366
COTOCOLLAO,2025-12-01,15.341807795698925,12.136350100227201,13.116618316946308
EL CAMAL,2024-01-01,18.403333333333332,18.49982001870205,19.359489527543385
EL CAMAL,2024-02-01,19.3875,19.82954632560363,18.844823729991912
EL CAMAL,2024-03-01,20.034479166666667,20.408592108671836,20.87819698015849
EL CAMAL,2024-04-01,19.12408653846154,20.1580161514078,19.72889963736901
EL CAMAL,2024-05-01,19.278020833333333,21.01118678059433,21.515237544377644
EL CAMAL,2024-06-01,17.90625,20.896571010225703,20.920599460601807
EL CAMAL,2024-07-01,15.062708333333335,17.43902515366111,16.456931784947713
EL CAMAL,2024-08-01,16.785208333333333,19.090492045526073,20.591072905858358
EL CAMAL,2024-09-01,18.499583333333334,21.56450443176612,22.098208039601644
EL CAMAL,2024-10-01,22.304166666666667,23.506927726687568,23.677573196093242
EL CAMAL,2024-11-01,23.37420138888889,25.993774920978186,26.975002856784396
EL CAMAL,2024-12-01,20.322658142664874,22.987071004133355,24.1241468779246
EL CAMAL,2025-01-01,17.074455811783526,19.86156786940488,22.223332730134327
EL CAMAL,2025-02-01,15.756294642857142,20.945192070996836,19.88124359846115
EL CAMAL,2025-03-01,15.372661290322581,21.547655559237278,22.567964579264324
EL CAMAL,2025-04-01,17.23738888888889,20.842164706195078,19.972900236157273
EL CAMAL,2025-05-01,14.993077956989248,21.926300770870565,19.88519105752309
EL CAMAL,2025-06-01,13.159180555555556,19.964379588779366,19.021466612815857
EL CAMAL,2025-07-01,12.082970430107526,16.17341445851221,13.112122252782186
EL CAMAL,2025-08-01,13.956787634408602,17.676354600280703,16.726746905644735
EL CAMAL,2025-09-01,14.11825,19.7262920049466,18.7415464814504
EL CAMAL,2025-10-01,17.330114247311826,22.170645958282677,20.576616994539897
EL CAMAL,2025-11-01,16.85333333333333,24.27117391352141,23.986416669421725
EL CAMAL,2025-12-01,18.21573252688172,21.289637680648035,21.50119250933329
GUAMANI,2024-01-01,19.948876418591897,15.680539411716774,16.340739392481275
GUAMANI,2024-02-01,15.652869644723092,17.3775296223102,16.47158755197617
GUAMANI,2024-03-01,17.07112047898338,17.863883261931925,17.145357863031407
GUAMANI,2024-04-01,18.405321296296297,15.799520223417943,16.78937797576843
GUAMANI,2024-05-01,14.787474398361494,16.68563826332994,18.94913168922239
GUAMANI,2024-06-01,14.561381944444443,15.050377062435706,16.89511109754774
GUAMANI,2024-07-01,10.63380446557535,12.13777712304649,12.981150529000068
GUAMANI,2024-08-01,14.271263440860215,14.716472116652014,15.56653311869699
GUAMANI,2024-09-01,17.963354553449285,17.475767667926515,19.60625686306424
GUAMANI,2024-10-01,11.68159401954597,18.524121040425932,18.988471618365217
GUAMANI,2024-11-01,14.619043240458447,18.88202616254956,20.273297317819747
GUAMANI,2024-12-01,12.153472409152087,19.683506482903784,20.34828822167446
GUAMANI,2025-01-01,17.04538353889943,17.412261008685086,19.585063599787183
GUAMANI,2025-02-01,16.197403273809524,18.939442879020927,20.130150212193456
GUAMANI,2025-03-01,16.108245320589404,19.14484694105434,19.666537062250157
GUAMANI,2025-04-01,15.616451388888889,17.60901198264199,18.10725502998291
GUAMANI,2025-05-01,12.21579077060932,18.380782367104523,19.192990130932863
GUAMANI,2025-06-01,12.629923611111112,16.123730277547693,16.05619062349531
GUAMANI,2025-07-01,11.317708333333334,13.270790680212787,12.974322435098792
GUAMANI,2025-08-01,12.636666666666667,15.744051868464048,14.921303481074156
GUAMANI,2025-09-01,14.793541666666668,18.447710439484585,18.56184985298581
GUAMANI,2025-10-01,16.148526785714285,20.47401292798875,18.609239956807066
GUAMANI,2025-11-01,18.075546875,18.175860004079126,15.780325420694503
GUAMANI,2025-12-01,16.302708333333335,19.326986194551093,15.8596402838998
LOS CHILLOS,2024-01-01,18.219173387096774,14.748351931277751,13.305628316510695
LOS CHILLOS,2024-02-01,17.306853448275863,15.538097460168625,14.688059368133544
LOS CHILLOS,2024-03-01,16.453020833333333,9.89017748006748,9.188021190397201
LOS CHILLOS,2024-04-01,14.334729570751064,11.275646333063165,10.470848910119798
LOS CHILLOS,2024-05-01,13.488239247311828,11.783911123207517,10.030690274905133
LOS CHILLOS,2024-06-01,10.871375,11.769908041724443,10.494410517586601
LOS CHILLOS,2024-07-01,9.863293010752688,10.83293159463975,9.829953067866704
LOS CHILLOS,2024-08-01,13.931666666666667,14.28425176429597,12.77386768743556
LOS CHILLOS,2024-09-01,17.230819391360345,18.438581264281225,18.506317225138346
LOS CHILLOS,2024-10-01,6.588232804729772,17.703398371368998,17.579554909531787
LOS CHILLOS,2024-11-01,16.223577872805528,15.964116434810823,17.661166929428667
LOS CHILLOS,2024-12-01,14.980129797300052,17.865485297873796,20.36702139904905
LOS CHILLOS,2025-01-01,13.281772943548386,16.841393147935896,18.04598619233467
LOS CHILLOS,2025-02-01,11.702616840383184,17.114077766623684,18.661901035308837
LOS CHILLOS,2025-03-01,12.505957788346743,11.553908694375563,12.0298819615764
LOS CHILLOS,2025-04-01,12.661234424537037,13.03997617836432,11.785810224321153
LOS CHILLOS,2025-05-01,10.163467379032259,13.112125468642114,10.941178343962598
LOS CHILLOS,2025-06-01,10.124700599305555,12.644222689324152,12.351812365425957
LOS CHILLOS,2025-07-01,9.978789805107526,11.680349584609747,11.424276941386601
LOS CHILLOS,2025-08-01,12.815632915322581,14.301998446484166,12.734391143770628
LOS CHILLOS,2025-09-01,14.858959962175927,17.803161171383447,17.90206196610133
LOS CHILLOS,2025-10-01,13.591175264784948,17.527630731632517,16.376597517792895
LOS CHILLOS,2025-11-01,15.404210416666665,14.632534994591234,14.225559257690996
LOS CHILLOS,2025-12-01,14.127187500000002,16.241801766444826,16.51886685421873
SAN ANTONIO,2024-01-01,13.424211876832844,8.29251735741174,8.85713456779398
SAN ANTONIO,2024-02-01,11.06566091954023,8.574407638683908,7.858661351885113
SAN ANTONIO,2024-03-01,13.718481182795697,8.59713286702839,5.339368616124636
SAN ANTONIO,2024-04-01,12.38483136792453,10.705693871304875,7.7947322909037275
SAN ANTONIO,2024-05-01,12.510483870967741,10.082288988839654,7.119969050680119
SAN ANTONIO,2024-06-01,12.584770408767373,9.222264044222218,4.797661546028371
SAN ANTONIO,2024-07-01,16.112939882697948,11.214370006660685,9.295067108904346
SAN ANTONIO,2024-08-01,19.654041858678955,15.061747965487882,14.36729204280201
SAN ANTONIO,2024-09-01,25.041924637395354,18.31382117622031,15.260778947682773
SAN ANTONIO,2024-10-01,13.839185797593563,14.350271023776545,11.351672139746649
SAN ANTONIO,2024-11-01,13.163465447154472,17.170559961577577,13.789657246833894
SAN ANTONIO,2024-12-01,10.384696620583718,11.731166462167621,13.566110057215537
SAN ANTONIO,2025-01-01,11.235892816289178,9.838398652609317,9.072120027836933
SAN ANTONIO,2025-02-01,9.949181547619048,10.626810854971415,10.238813815798077
SAN ANTONIO,2025-03-01,10.148834579071599,10.251795717069252,7.838131462117678
SAN ANTONIO,2025-04-01,11.78236111111111,12.424108357134772,11.106171805063884
SAN ANTONIO,2025-05-01,12.71021505376344,11.67510427214697,9.683861176763493
SAN ANTONIO,2025-06-01,12.080518991034145,10.821057472571638,7.161758425987477
SAN ANTONIO,2025-07-01,13.598309861980422,12.67393047178159,12.518963373934254
SAN ANTONIO,2025-08-01,15.582521411602901,16.732516476995844,17.089346762726937
SAN ANTONIO,2025-09-01,16.806313715366947,20.048791702233018,21.8419747789816
SAN ANTONIO,2025-10-01,15.213337258041992,15.897491615984954,19.319077458960514
SAN ANTONIO,2025-11-01,15.415966802168022,16.76780405589491,21.557094704872224
SAN ANTONIO,2025-12-01,11.028645833333334,11.305555599576405,14.420880777220573
TUMBACO,2024-01-01,10.492363911290322,9.286972736112155,8.683116292850945
TUMBACO,2024-02-01,8.886202586206895,9.962682379975753,9.850864017123266
TUMBACO,2024-03-01,10.190013440860215,7.974928845286515,6.056493341544902
TUMBACO,2024-04-01,10.986200757575757,7.409013524585533,6.526766769303215
TUMBACO,2024-05-01,9.737755376344086,8.21543791010114,7.594977033266456
TUMBACO,2024-06-01,8.40502685185185,8.252460537176416,8.033254695097606
TUMBACO,2024-07-01,8.175806451612903,8.528072836150368,8.576086083253225
TUMBACO,2024-08-01,11.062943548387096,11.573499866679018,11.617103213248715
TUMBACO,2024-09-01,13.77636388888889,14.651556913613977,15.584687225553724
TUMBACO,2024-10-01,12.198838826048503,13.185380203473333,13.637809209003244
TUMBACO,2024-11-01,18.1492435515873,12.19164320416417,13.85215450724849
TUMBACO,2024-12-01,9.201376680107526,11.548363034920833,13.671881512542159
TUMBACO,2025-01-01,8.471162634408602,11.553520009367528,14.477460241215203
TUMBACO,2025-02-01,7.301510416666666,13.577802363054543,14.910569751376196
TUMBACO,2025-03-01,7.208118279569892,10.231581747443698,11.195910513023174
TUMBACO,2025-04-01,8.158999999999999,10.307332368399365,11.988693706406487
TUMBACO,2025-05-01,7.517387585532746,10.707797697908786,12.214322221407325
TUMBACO,2025-06-01,7.127861742424242,9.81068633789446,11.143694949309031
TUMBACO,2025-07-01,7.866841397849463,9.622221677403475,11.516441622575124
TUMBACO,2025-08-01,8.972533602150538,12.622515998610117,13.69531976598309
TUMBACO,2025-09-01,12.932935077519378,14.97194115916663,18.002800457212658
TUMBACO,2025-10-01,12.79543519876181,12.75415875276693,14.442172459735666
TUMBACO,2025-11-01,9.229361111111112,11.045076655872272,10.63113571604976
TUMBACO,2025-12-01,11.021728525171067,9.730044943090133,9.564723328490645
